date, pm10, o3, no2
2020/2/8,73,30,12
2020/2/9,66,26,13
2020/2/10,64,26,13
2020/2/11,61,22,12
2020/2/12,58,19,12
2020/2/13,59,18,10
2020/2/14,65,31,13
2020/2/15,84,33,15
2020/2/16,100,36,23
2020/2/17,86,29,12
2020/2/18,75,24,12
2020/2/19,70,23,18
2020/2/20,77,32,17
2020/2/21,64,25,13
2020/2/22,66,29,13
2020/2/23,71,26,15
2020/2/24,80,28,15
2020/2/25,78,31,18
2020/2/26,80,27,17
2020/2/27,88,30,14
2020/2/28,86,30,16
2020/2/29,71,34,13
2020/3/1,73,28,13
2020/3/2,64,13,9
2020/3/3,66,26,14
2020/3/4,60,21,11
2020/3/5,58,26,11
2020/3/6,58,25,12
2020/3/7,65,30,10
2020/3/8,71,26,13
2020/3/9,81,34,15
2020/3/10,73,24,12
2020/3/11,77,35,14
2020/3/12,115,37,20
2020/3/13,131,39,21
2020/3/14,119,34,10
2020/3/15,70,29,12
2020/3/16,73,29,14
2020/3/17,92,28,13
2020/3/18,140,32,16
2020/3/19,126,24,12
2020/3/20,92,25,7
2020/3/21,86,8,9
2020/3/22,91,20,7
2020/3/23,83,27,7
2020/3/24,91,31,8
2020/3/25,87,28,6
2020/3/26,89,27,6
2020/3/27,107,32,7
2020/3/28,119,36,8
2020/3/29, , , 
2019/10/1,32,23,5
2019/10/2,33,18,4
2019/10/3,35,20,5
2019/10/4,31,26,5
2019/10/5,31,22,3
2019/10/6,34,21,6
2019/10/7,36,20,6
2019/10/8,37,22,6
2019/10/9,38,26,5
2019/10/10,26,22,5
2019/10/11,30,24,6
2019/10/12,28,17,5
2019/10/13,27,9,5
2019/10/14,32,15,5
2019/10/15,30,18,5
2019/10/16,33,18,5
2019/10/17,31,20,5
2019/10/18,39,25,6
2019/10/19,38,32,6
2019/10/20,45,26,7
2019/10/21,47,27,7
2019/10/22,40,21,7
2019/10/23,47,24,7
2019/10/24,43,22,7
2019/10/25,44,30,8
2019/10/26,35,26,6
2019/10/27,42,24,7
2019/10/28,40,20,5
2019/10/29,35,16,5
2019/10/30,33,17,7
2019/10/31,41,18,7
2019/11/1,35,15,5
2019/11/2,34,18,6
2019/11/3,41,18,7
2019/11/4,48,22,8
2019/11/5,46,21,7
2019/11/6,39,21,5
2019/11/7,34,16,5
2019/11/8,46,25,7
2019/11/9,55,31,8
2019/11/10,56,24,9
2019/11/11,53,20,12
2019/11/12,47,13,8
2019/11/13,36,13,7
2019/11/14,37,24,9
2019/11/15,39,32,9
2019/11/16,36,24,8
2019/11/17,37,15,8
2019/11/18,43,21,9
2019/11/19,46,23,10
2019/11/20,47,22,9
2019/11/21,48,30,11
2019/11/22,49,32,12
2019/11/23,47,26,10
2019/11/24,47,24,11
2019/11/25,45,23,8
2019/11/26,42,18,8
2019/11/27,41,17,8
2019/11/28,45,19,9
2019/11/29,41,29,9
2019/11/30,42,25,9
2019/12/1,48,23,12
2019/12/2,48,27,9
2019/12/3,53,25,12
2019/12/4,41,17,9
2019/12/5,45,19,8
2019/12/6,43,20,9
2019/12/7,45,22,10
2019/12/8,51,20,11
2019/12/9,50,25,12
2019/12/10,54,22,14
2019/12/11,57,26,15
2019/12/12,56,26,14
2019/12/13,54,25,13
2019/12/14,52,26,10
2019/12/15,59,24,14
2019/12/16,56,27,11
2019/12/17,52,22,11
2019/12/18,52,21,10
2019/12/19,57,17,11
2019/12/20,47,20,9
2019/12/21,44,20,11
2019/12/22,52,17,12
2019/12/23,57,16,14
2019/12/24,61,24,16
2019/12/25,55,20,15
2019/12/26,64,22,17
2019/12/27,69,18,12
2019/12/28,87,16,7
2019/12/29, , , 
2019/7/1,42,10,6
2019/7/2,39,13,5
2019/7/3,42,11,6
2019/7/4,26,11,4
2019/7/5,23,13,2
2019/7/6,25,12,2
2019/7/7,33,8,4
2019/7/8,35,12,4
2019/7/9,37,10,4
2019/7/10,38,12,3
2019/7/11,40,15,4
2019/7/12,28,13,2
2019/7/13,24,12,2
2019/7/14,28,19,3
2019/7/15,24,17,2
2019/7/16,32,19,3
2019/7/17,37,17,3
2019/7/18,26,23,3
2019/7/19,30,26,3
2019/7/20,23,15,2
2019/7/21,28,12,3
2019/7/22,25,9,4
2019/7/23,24,4,3
2019/7/24,31,14,2
2019/7/25,30,9,3
2019/7/26,28,3,3
2019/7/27,31,20,3
2019/7/28,28,15,4
2019/7/29,29,14,6
2019/7/30,32,17,6
2019/7/31,26,8,4
2019/8/1,33,8,5
2019/8/2,28,11,3
2019/8/3,26,5,3
2019/8/4,56,3,4
2019/8/5,24,7,4
2019/8/6,25,10,4
2019/8/7,30,14,5
2019/8/8,31,7,5
2019/8/9,28,6,5
2019/8/10,25,9,3
2019/8/11,27,10,2
2019/8/12,33,12,4
2019/8/13,37,7,5
2019/8/14,39,14,5
2019/8/15,31,7,5
2019/8/16,33,5,4
2019/8/17,34,11,3
2019/8/18,31,14,4
2019/8/19,29,12,4
2019/8/20,29,10,5
2019/8/21,25,7,5
2019/8/22,23,12,5
2019/8/23,20,10,4
2019/8/24,24,14,3
2019/8/25,29,14,5
2019/8/26,32,16,3
2019/8/27,24,28,4
2019/8/28,31,10,5
2019/8/29,30,6,5
2019/8/30,20,9,4
2019/8/31,21,15,2
2019/9/1,22,13,3
2019/9/2,23,17,3
2019/9/3,37,17,6
2019/9/4,27,14,3
2019/9/5,26,14,3
2019/9/6,25,13,4
2019/9/7,28,11,3
2019/9/8,32,9,4
2019/9/9,28,10,3
2019/9/10,25,8,3
2019/9/11,25,13,2
2019/9/12,26,14,3
2019/9/13,28,8,5
2019/9/14,30,22,3
2019/9/15,37,19,5
2019/9/16,39,18,5
2019/9/17,29,25,4
2019/9/18,26,20,5
2019/9/19,32,16,5
2019/9/20,32,18,4
2019/9/21,31,14,5
2019/9/22,38,15,6
2019/9/23,43,23,5
2019/9/24,47,22,6
2019/9/25,47,21,4
2019/9/26,41,15,6
2019/9/27,46,20,6
2019/9/28,49,23,6
2019/9/29,50,30,6
2019/9/30,42,21,4
