DATE,STATION,NAME,pm10,o3,no2,rain,temp
9/2/2020,TH000048400,"NAKHON SAWAN, TH",20,13,8.012112403,1,30
9/3/2020,TH000048400,"NAKHON SAWAN, TH",27,8,8.012112403,7.234567901,30.8
9/4/2020,TH000048400,"NAKHON SAWAN, TH",32,18,8.012112403,5.8,29.1
9/5/2020,TH000048400,"NAKHON SAWAN, TH",27,10,8.012112403,0.3,31
9/6/2020,TH000048400,"NAKHON SAWAN, TH",16,8,8.012112403,10.9,29.5
9/7/2020,TH000048400,"NAKHON SAWAN, TH",17,10,8.012112403,7.234567901,29.4
9/8/2020,TH000048400,"NAKHON SAWAN, TH",24,12,8.012112403,7.234567901,29.5
9/9/2020,TH000048400,"NAKHON SAWAN, TH",24,9,8.012112403,0,30.3
9/10/2020,TH000048400,"NAKHON SAWAN, TH",31,12,8.012112403,7.234567901,30.4
9/11/2020,TH000048400,"NAKHON SAWAN, TH",144,12,8.012112403,7.234567901,30.8
9/12/2020,TH000048400,"NAKHON SAWAN, TH",30,14,8.012112403,0.3,29.4
9/13/2020,TH000048400,"NAKHON SAWAN, TH",43,12,8.012112403,2.3,30.1
9/14/2020,TH000048400,"NAKHON SAWAN, TH",50,15,8.012112403,0.5,29.9
9/15/2020,TH000048400,"NAKHON SAWAN, TH",37,15,8.012112403,0,30.1
9/16/2020,TH000048400,"NAKHON SAWAN, TH",151,14,8.012112403,0,30
9/17/2020,TH000048400,"NAKHON SAWAN, TH",28,7,8.012112403,7.234567901,30.7
9/18/2020,TH000048400,"NAKHON SAWAN, TH",13,2,8.012112403,36.8,28
9/19/2020,TH000048400,"NAKHON SAWAN, TH",22,9,8.012112403,70.1,26
9/20/2020,TH000048400,"NAKHON SAWAN, TH",30,8,8.012112403,1.5,27.9
9/21/2020,TH000048400,"NAKHON SAWAN, TH",29,9,8.012112403,0.3,28.1
9/22/2020,TH000048400,"NAKHON SAWAN, TH",35,7,8.012112403,0,29.3
9/23/2020,TH000048400,"NAKHON SAWAN, TH",36,10,8.012112403,0,28.8
9/24/2020,TH000048400,"NAKHON SAWAN, TH",24,9,8.012112403,7.234567901,28.7
9/25/2020,TH000048400,"NAKHON SAWAN, TH",23,11,8.012112403,7.234567901,29.1
9/26/2020,TH000048400,"NAKHON SAWAN, TH",22,11,8.012112403,7.234567901,30.5
9/27/2020,TH000048400,"NAKHON SAWAN, TH",25,8,8.012112403,0,30.7
9/28/2020,TH000048400,"NAKHON SAWAN, TH",26,10,8.012112403,15.5,28.3
9/29/2020,TH000048400,"NAKHON SAWAN, TH",29,8,8.012112403,6.1,28
9/30/2020,TH000048400,"NAKHON SAWAN, TH",24,11,8.012112403,7.234567901,29.6
10/1/2020,TH000048400,"NAKHON SAWAN, TH",27,12,8.012112403,27.4,29
10/2/2020,TH000048400,"NAKHON SAWAN, TH",19,9,8.012112403,23.9,29.1
10/3/2020,TH000048400,"NAKHON SAWAN, TH",30,11,8.012112403,5.6,28.1
10/4/2020,TH000048400,"NAKHON SAWAN, TH",22,9,8.012112403,0,28.9
10/5/2020,TH000048400,"NAKHON SAWAN, TH",33,9,8.012112403,0.5,28.4
10/6/2020,TH000048400,"NAKHON SAWAN, TH",32,11,8.012112403,2.8,28.6
10/7/2020,TH000048400,"NAKHON SAWAN, TH",22,6,8.012112403,7.234567901,29.3
10/8/2020,TH000048400,"NAKHON SAWAN, TH",27,7,8.012112403,7.6,25.7
10/9/2020,TH000048400,"NAKHON SAWAN, TH",24,8,8.012112403,1.8,26.7
10/10/2020,TH000048400,"NAKHON SAWAN, TH",38,9,8.012112403,1,26.2
10/11/2020,TH000048400,"NAKHON SAWAN, TH",39,11,8.012112403,0,26.8
10/12/2020,TH000048400,"NAKHON SAWAN, TH",35,8,8.012112403,0.3,27.9
10/13/2020,TH000048400,"NAKHON SAWAN, TH",35,12,8.012112403,0.8,26.6
10/14/2020,TH000048400,"NAKHON SAWAN, TH",33,10,8.012112403,7.234567901,27.9
10/15/2020,TH000048400,"NAKHON SAWAN, TH",21,7,8.012112403,24.9,28.3
10/16/2020,TH000048400,"NAKHON SAWAN, TH",16,3,8.012112403,13.2,26.9
10/17/2020,TH000048400,"NAKHON SAWAN, TH",13,2,8.012112403,8.6,25.8
10/18/2020,TH000048400,"NAKHON SAWAN, TH",17,5,8.012112403,18.8,23.6
10/19/2020,TH000048400,"NAKHON SAWAN, TH",28,9,8.012112403,8.9,24.4
10/20/2020,TH000048400,"NAKHON SAWAN, TH",20,10,8.012112403,0.8,25.4
10/21/2020,TH000048400,"NAKHON SAWAN, TH",40,11,8.012112403,1.8,25.9
10/22/2020,TH000048400,"NAKHON SAWAN, TH",45,15,8.012112403,0.5,26.9
10/23/2020,TH000048400,"NAKHON SAWAN, TH",52,16,8.012112403,0.5,27.1
10/24/2020,TH000048400,"NAKHON SAWAN, TH",55,19,8.012112403,0,26.8
10/25/2020,TH000048400,"NAKHON SAWAN, TH",58,11,8.012112403,7.234567901,27.3
10/26/2020,TH000048400,"NAKHON SAWAN, TH",35,8,8.012112403,0,26.4
10/27/2020,TH000048400,"NAKHON SAWAN, TH",30,13,8.012112403,0,26.2
10/28/2020,TH000048400,"NAKHON SAWAN, TH",23,4,8.012112403,7.234567901,28.4
10/29/2020,TH000048400,"NAKHON SAWAN, TH",29,6,8.012112403,14,25.1
10/30/2020,TH000048400,"NAKHON SAWAN, TH",35,7,8.012112403,3.8,26.2
10/31/2020,TH000048400,"NAKHON SAWAN, TH",29,10,8.012112403,0,28.6
11/1/2020,TH000048400,"NAKHON SAWAN, TH",46,11,8.012112403,1.8,28.8
11/2/2020,TH000048400,"NAKHON SAWAN, TH",43,12,8.012112403,0,29.5
11/3/2020,TH000048400,"NAKHON SAWAN, TH",41,13,8.012112403,7.234567901,29.1
11/4/2020,TH000048400,"NAKHON SAWAN, TH",38,14,8.012112403,7.234567901,27.9
11/5/2020,TH000048400,"NAKHON SAWAN, TH",46,16,8.012112403,7.234567901,28.3
11/6/2020,TH000048400,"NAKHON SAWAN, TH",42,10,8.012112403,7.234567901,28.5
11/7/2020,TH000048400,"NAKHON SAWAN, TH",38,12,8.012112403,7.234567901,27.7
11/8/2020,TH000048400,"NAKHON SAWAN, TH",46,12,8.012112403,7.234567901,27.6
11/9/2020,TH000048400,"NAKHON SAWAN, TH",48,16,8.012112403,7.234567901,26.9
11/10/2020,TH000048400,"NAKHON SAWAN, TH",45,12,8.012112403,7.234567901,26.5
11/11/2020,TH000048400,"NAKHON SAWAN, TH",43,12,8.012112403,0,25.6
11/12/2020,TH000048400,"NAKHON SAWAN, TH",47,17,8.012112403,0,25.6
11/13/2020,TH000048400,"NAKHON SAWAN, TH",57,19,8.012112403,0,26.7
11/14/2020,TH000048400,"NAKHON SAWAN, TH",53,16,8.012112403,7.234567901,26.7
11/15/2020,TH000048400,"NAKHON SAWAN, TH",42,14,8.012112403,7.234567901,28.1
11/16/2020,TH000048400,"NAKHON SAWAN, TH",43,15,8.012112403,7.234567901,29
11/17/2020,TH000048400,"NAKHON SAWAN, TH",49,13,8.012112403,7.234567901,28.6
11/18/2020,TH000048400,"NAKHON SAWAN, TH",55,18,8.012112403,7.234567901,28.9
11/19/2020,TH000048400,"NAKHON SAWAN, TH",56,18,8.012112403,7.234567901,29.2
11/20/2020,TH000048400,"NAKHON SAWAN, TH",56,17,8.012112403,7.234567901,29.6
11/21/2020,TH000048400,"NAKHON SAWAN, TH",61,14,8.012112403,7.234567901,29.9
11/22/2020,TH000048400,"NAKHON SAWAN, TH",49,8,8.012112403,10.9,29
11/23/2020,TH000048400,"NAKHON SAWAN, TH",37,8,8.012112403,0,29
11/24/2020,TH000048400,"NAKHON SAWAN, TH",42,9,8.012112403,0,28.6
11/25/2020,TH000048400,"NAKHON SAWAN, TH",44,10,8.012112403,7.234567901,28.4
11/26/2020,TH000048400,"NAKHON SAWAN, TH",80,11,8.012112403,7.234567901,28.4
11/27/2020,TH000048400,"NAKHON SAWAN, TH",43,16,8.012112403,0,26.9
11/28/2020,TH000048400,"NAKHON SAWAN, TH",48,19,8.012112403,7.234567901,27.2
11/29/2020,TH000048400,"NAKHON SAWAN, TH",39,18,8.012112403,7.234567901,27.3
11/30/2020,TH000048400,"NAKHON SAWAN, TH",40,18,8.012112403,7.234567901,27
12/1/2020,TH000048400,"NAKHON SAWAN, TH",51,14,8.012112403,7.234567901,27.4
12/2/2020,TH000048400,"NAKHON SAWAN, TH",43,16,8.012112403,7.234567901,27.2
12/3/2020,TH000048400,"NAKHON SAWAN, TH",47,15,8.012112403,7.234567901,26.7
12/4/2020,TH000048400,"NAKHON SAWAN, TH",43,17,8.012112403,7.234567901,24.8
12/5/2020,TH000048400,"NAKHON SAWAN, TH",52,19,8.012112403,7.234567901,22.8
12/6/2020,TH000048400,"NAKHON SAWAN, TH",59,19,8.012112403,7.234567901,23.1
12/7/2020,TH000048400,"NAKHON SAWAN, TH",53,17,8.012112403,7.234567901,24.6
12/8/2020,TH000048400,"NAKHON SAWAN, TH",52,19,8.012112403,7.234567901,25.7
12/9/2020,TH000048400,"NAKHON SAWAN, TH",58,19,8.012112403,7.234567901,24.2
12/10/2020,TH000048400,"NAKHON SAWAN, TH",60,20,8.012112403,7.234567901,24
12/11/2020,TH000048400,"NAKHON SAWAN, TH",53,19,8.012112403,7.234567901,25.8
12/12/2020,TH000048400,"NAKHON SAWAN, TH",62,22,8.012112403,7.234567901,27.8
12/13/2020,TH000048400,"NAKHON SAWAN, TH",67,18,8.012112403,7.234567901,28.8
12/14/2020,TH000048400,"NAKHON SAWAN, TH",62,12,8.012112403,7.234567901,28.6
12/15/2020,TH000048400,"NAKHON SAWAN, TH",48,14,8.012112403,7.234567901,28.7
12/16/2020,TH000048400,"NAKHON SAWAN, TH",40,15,8.012112403,7.234567901,28.4
12/17/2020,TH000048400,"NAKHON SAWAN, TH",44,16,8.012112403,7.234567901,26.8
12/18/2020,TH000048400,"NAKHON SAWAN, TH",40,15,8.012112403,7.234567901,26.3
12/19/2020,TH000048400,"NAKHON SAWAN, TH",33,16,8.012112403,7.234567901,25.6
12/20/2020,TH000048400,"NAKHON SAWAN, TH",37,13,8.012112403,7.234567901,24.7
12/21/2020,TH000048400,"NAKHON SAWAN, TH",39,14,8.012112403,7.234567901,23.3
12/22/2020,TH000048400,"NAKHON SAWAN, TH",50,15,8.012112403,7.234567901,21.2
12/23/2020,TH000048400,"NAKHON SAWAN, TH",50,17,8.012112403,7.234567901,23
12/24/2020,TH000048400,"NAKHON SAWAN, TH",93,17,8.012112403,7.234567901,25.1
12/25/2020,TH000048400,"NAKHON SAWAN, TH",57,14,8.012112403,7.234567901,26.7
12/26/2020,TH000048400,"NAKHON SAWAN, TH",57,20,8.012112403,7.234567901,26.4
12/27/2020,TH000048400,"NAKHON SAWAN, TH",63,23,8.012112403,7.234567901,28.3
12/28/2020,TH000048400,"NAKHON SAWAN, TH",63,17,8.012112403,7.234567901,28.6
12/29/2020,TH000048400,"NAKHON SAWAN, TH",60,12,8.012112403,7.234567901,27.9
12/30/2020,TH000048400,"NAKHON SAWAN, TH",43,17,8.012112403,7.234567901,27.6
12/31/2020,TH000048400,"NAKHON SAWAN, TH",39,18,8.012112403,7.234567901,23.5
