DATE,STATION,NAME,rain,temp
1/26/2014,COM00080112,"JOSE MARIA CORDOVA, CO",1,15.9
1/27/2014,COM00080112,"JOSE MARIA CORDOVA, CO",1,15.3
1/28/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.6
1/29/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.9
1/30/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,15.9
1/31/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,15.9
2/1/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.4
2/2/2014,COM00080112,"JOSE MARIA CORDOVA, CO",2,16.8
2/3/2014,COM00080112,"JOSE MARIA CORDOVA, CO",3,16.4
2/4/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.3
2/5/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.3
2/6/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.1,15.7
2/7/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.8,15.9
2/8/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.3,16.5
2/9/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.5,16.8
2/10/2014,COM00080112,"JOSE MARIA CORDOVA, CO",3,17.6
2/11/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.9
2/12/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.3,17.7
2/13/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.2
2/14/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17
2/15/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.5
2/16/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.9
2/17/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.3,16.8
2/18/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.7
2/19/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.4
2/20/2014,COM00080112,"JOSE MARIA CORDOVA, CO",1,16.6
2/21/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.1
2/22/2014,COM00080112,"JOSE MARIA CORDOVA, CO",51.1,15.7
2/23/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.5
2/24/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.4
2/25/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.8,17.1
2/26/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.2
2/27/2014,COM00080112,"JOSE MARIA CORDOVA, CO",15,17.2
2/28/2014,COM00080112,"JOSE MARIA CORDOVA, CO",14,16.2
3/1/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.8,16.4
3/2/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,15.8
3/3/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,15.9
3/4/2014,COM00080112,"JOSE MARIA CORDOVA, CO",11.9,15.9
3/5/2014,COM00080112,"JOSE MARIA CORDOVA, CO",4.1,16.6
3/6/2014,COM00080112,"JOSE MARIA CORDOVA, CO",18,16.7
3/7/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.4
3/8/2014,COM00080112,"JOSE MARIA CORDOVA, CO",7.9,15.7
3/9/2014,COM00080112,"JOSE MARIA CORDOVA, CO",13,15.8
3/10/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.2
3/11/2014,COM00080112,"JOSE MARIA CORDOVA, CO",6.1,17
3/12/2014,COM00080112,"JOSE MARIA CORDOVA, CO",3,15.9
3/13/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.5
3/14/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.5
3/15/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.1
3/16/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.3
3/17/2014,COM00080112,"JOSE MARIA CORDOVA, CO",3,17.2
3/18/2014,COM00080112,"JOSE MARIA CORDOVA, CO",2,16.7
3/19/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.5
3/20/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.5
3/21/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.9
