date,pm10,o3,no2,rain,temp,tmax,tmin
7/31/2019,32,23,14.141,0,29.4,32.6,27.4
8/1/2019,32,22,14.141,0,29.4,32.9,26.7
8/2/2019,30,18,14.141,0,29.5,33,27.5
8/3/2019,29,18,14.141,0,29.3,33.1,27.7
8/4/2019,31,22,14.141,0,29.4,32.6,27.6
8/5/2019,41,23,14.141,0,29.3,32.5,27.6
8/6/2019,40,26,14.141,1.6,29.1,31.9,27.6
8/7/2019,41,28,14.141,2.4,28.7,31.9,27.2
8/8/2019,38,29,14.141,0,29.2,32.2,27.3
8/9/2019,37,24,14.141,0,29.2,32.1,27.4
8/10/2019,35,24,14.141,0,29.2,32.3,27.7
8/11/2019,33,24,14.141,0,29.6,32.9,27.7
8/12/2019,34,20,14.141,0,29.8,33.2,27.8
8/13/2019,32,19,14.141,0,29.5,32.8,27.5
8/14/2019,31,14,14.141,0,29.3,33.2,27.4
8/15/2019,32,23,14.141,0,29.5,33.3,27.2
8/16/2019,39,21,14.141,0,29.8,33.2,27.7
8/17/2019,38,24,14.141,0,29.5,33.3,27.6
8/18/2019,32,19,14.141,0,29.7,33.3,27.8
8/19/2019,33,24,14.141,0,29.5,33.4,27.2
8/20/2019,35,22,14.141,0,29.5,33.5,27.4
8/21/2019,32,16,14.141,0,29.4,32.6,27.7
8/22/2019,31,20,14.141,0,29.4,33.5,27.3
8/23/2019,36,24,14.141,0,29.6,34,27.6
8/24/2019,37,21,14.141,0,29.4,33.4,27.1
8/25/2019,44,21,14.141,3.8,28.5,32.9,25.7
8/26/2019,33,13,14.141,2.2,27.8,33.2,24.5
8/27/2019,30,12,14.141,1.2,27,30.8,25.7
8/28/2019,25,17,14.141,0.6,26.8,27.9,25.3
8/29/2019,29,17,14.141,0,28.9,32.5,26.4
8/30/2019,30,26,14.141,0,28.9,31.7,26.7
8/31/2019,35,25,14.141,0,29.1,33.2,27.1
9/1/2019,37,21,14.141,0,29.3,33.1,26.7
9/2/2019,38,19,14.141,0,29.7,33.8,27.3
9/3/2019,35,18,14.141,0,29.5,32.6,27.6
9/4/2019,34,28,14.141,0,29.3,33.5,24.7
9/5/2019,41,29,14.141,0,29.4,33.3,27.3
9/6/2019,42,32,14.141,0,29.3,33.4,27
9/7/2019,43,30,14.141,0,29.5,33.7,27.2
9/8/2019,49,29,14.141,0,29.4,33.2,27.1
9/9/2019,55,26,14.141,0,29.5,33.6,27.2
9/10/2019,50,23,14.141,0,29.3,33.7,27.3
9/11/2019,47,31,14.141,0,29.4,33.8,27
9/12/2019,57,31,14.141,0,29.4,33.8,27
9/13/2019,58,28,14.141,0,29.3,32.7,27.1
9/14/2019,67,36,14.141,0,28.6,30.5,27.1
9/15/2019,55,32,14.141,0,28.9,32.3,27.3
9/16/2019,57,33,14.141,0,29,32.3,26.8
9/17/2019,68,31,14.141,0,29.2,32.5,27
9/18/2019,70,26,14.141,0,29.3,33.2,27.5
9/19/2019,42,21,14.141,0,29.4,33.1,27.4
9/20/2019,58,33,14.141,0,29.1,32.9,27.2
9/21/2019,63,36,14.141,0,29.4,33.9,26.4
9/22/2019,67,23,14.141,0,29.3,33.9,26.7
9/23/2019,55,21,14.141,3.8,28.3,31.1,25.3
9/24/2019,37,11,14.141,1.2,29,34.1,25.8
9/25/2019,31,54,14.141,16.4,26.8,30.9,22.9
9/26/2019,43,25,14.141,0,28.5,33.5,25.4
9/27/2019,39,33,14.141,0,29.2,34.1,26.8
9/28/2019,41,26,14.141,0,28.9,34.3,26
9/29/2019,29,18,14.141,0,28.4,33.3,26.5
9/30/2019,32,13,14.141,1.4,27.5,31.3,25.1
10/1/2019,32,13,14.141,1.6,28,32.2,25.4
10/2/2019,31,15,14.141,4,26.4,31.2,22.9
10/3/2019,23,13,14.141,0,27.2,31.5,23.8
10/4/2019,17,19,14.141,0.8,28.1,32.3,25.8
10/5/2019,22,20,14.141,0.6,28.6,33.9,24.9
10/6/2019,27,8,14.141,7.6,27.9,33.7,24.5
10/7/2019,22,12,14.141,12.4,27.3,33.2,23.6
10/8/2019,29,11,14.141,0,27.9,32.1,24.7
10/9/2019,30,34,14.141,0,28,32.5,25.6
10/10/2019,36,14,14.141,0,28.6,33.3,25.5
10/11/2019,23,12,14.141,0,28.9,33.8,25.3
10/12/2019,32,14,14.141,0.2,28.7,33.6,26.4
10/13/2019,27,17,14.141,0,28.9,33.8,25.9
10/14/2019,32,16,14.141,0,29.2,34.4,26.5
10/15/2019,29,22,14.141,0,28.9,33.2,26
10/16/2019,23,7,14.141,1.6,29,33.2,26.5
10/17/2019,31,13,14.141,0.2,28.8,34,26.3
10/18/2019,33,21,14.141,0,28.5,31.8,26.1
10/19/2019,36,16,14.141,0,29.2,33.6,26.8
10/20/2019,22,7,14.141,6.2,28.5,32.9,26.3
10/21/2019,30,4,14.141,0,28.5,32.6,26.1
10/22/2019,21,14,14.141,28.8,26.5,29.2,23.9
10/23/2019,36,13,14.141,0.6,27.4,32,24.7
10/24/2019,33,19,14.141,0,28.1,32.5,25.9
10/25/2019,23,12,14.141,0,29.4,33.3,26.5
10/26/2019,22,27,14.141,4.8,27.3,33,23.8
10/27/2019,21,13,14.141,92.2,27.2,32.8,23.1
10/28/2019,20,38,14.141,15.2,26.1,30.4,24.3
10/29/2019,33,24,14.141,0,28.5,32.5,24.8
10/30/2019,38,18,14.141,0,28.3,32.5,26.4
10/31/2019,39,23,14.141,0,28.4,32.1,26.4
11/1/2019,32,4,14.141,14.8,27.8,33.4,22.9
11/2/2019,34,29,14.141,0,29.3,33.1,26.2
11/3/2019,27,5,14.141,0,28.3,32.5,26.3
11/4/2019,45,16,14.141,3.8,28.6,32.1,25.8
11/5/2019,41,22,14.141,0,28.2,32.2,26.1
11/6/2019,44,29,14.141,0.2,29.4,32.7,26.3
11/7/2019,35,21,14.141,0,29.9,33.5,27
11/8/2019,25,29,14.141,1.4,28.2,32.2,24
11/9/2019,39,27,14.141,0,28.2,33.7,25.8
11/10/2019,33,16,14.141,0,28.9,33.6,25
11/11/2019,40,19,14.141,0,29.1,32.9,26.9
11/12/2019,52,42,14.141,0,28.7,33.2,26.6
11/13/2019,47,20,14.141,0,29,33.4,26.2
11/14/2019,29,18,14.141,0,27.6,30.4,25.9
11/15/2019,20,24,14.141,1.2,27.2,30.6,24.7
11/16/2019,28,29,14.141,0,28.4,33.1,25.9
11/17/2019,25,26,14.141,0,29,34.4,25.5
11/18/2019,23,14,14.141,0.2,28.4,34,25.9
11/19/2019,22,8,14.141,0,28,32.1,26.1
11/20/2019,18,11,14.141,4,26.3,29.1,24.7
11/21/2019,15,16,14.141,0.8,26.5,30.8,25.2
11/22/2019,15,16,14.141,0.4,26.4,31.5,24.9
11/23/2019,13,22,14.141,0.4,26.7,30.6,24.6
11/24/2019,17,24,14.141,16.6,26.6,32.8,24.2
11/25/2019,15,15,14.141,0,27.8,32.6,24.7
11/26/2019,15,13,14.141,0,28.5,33,25.7
11/27/2019,21,11,14.141,1.8,27.5,31.5,25.4
11/28/2019,20,11,14.141,9,27.8,31.4,25.3
11/29/2019,16,14,14.141,73.4,26.5,32,24
11/30/2019,17,28,14.141,9.4,27.6,32.1,25
12/1/2019,15,14,14.141,0,28.3,32.3,25.6
12/2/2019,19,16,14.141,59.6,26.7,31.2,23.9
12/3/2019,33,21,14.141,0,27.8,30.3,25.7
12/4/2019,35,22,14.141,0,28.2,31.8,26
12/5/2019,32,28,14.141,0,27.6,30.2,25.9
12/6/2019,29,34,14.141,0,27.9,31.9,25.3
12/7/2019,26,26,14.141,0.2,28,30,25.6
12/8/2019,15,19,14.141,3,26.1,27.3,24.6
12/9/2019,17,16,14.141,74.2,24.6,27.5,23.1
12/10/2019,19,10,14.141,22.2,25,26.7,23
12/11/2019,15,22,14.141,33.2,24.1,25.8,22.7
12/12/2019,26,18,14.141,3.4,27,31.1,23.6
12/13/2019,13,9,14.141,64.2,25.1,29.2,23
12/14/2019,12,7,14.141,43.8,24.4,27,23
12/15/2019,11,15,14.141,62.8,24.2,25.2,23.4
12/16/2019,15,7,14.141,0,25.9,30.1,23.2
12/17/2019,20,20,14.141,13.4,25.3,28.5,24.5
12/18/2019,19,16,14.141,34.8,26.1,31.1,24
12/19/2019,17,12,14.141,0,26.8,30.7,24.4
12/20/2019,21,11,14.141,0,27.3,30.9,24.9
12/21/2019,15,14,14.141,3.9,27.2,30.9,25.4
12/22/2019,17,15,14.141,0,26.9,30.6,24.8
12/23/2019,20,12,14.141,2.8,27.4,31.7,25.1
12/24/2019,20,17,14.141,0,27.5,31.2,25.4
12/25/2019,21,17,14.141,0,27.5,31.3,25.1
12/26/2019,21,16,14.141,0,27.1,30.3,24.7
12/27/2019,23,20,14.141,0,27.7,31.4,25.1
12/28/2019,26,22,14.141,0,27.7,31.1,25.5
12/29/2019,25.33,18.309,14.141,0,27.9,31.6,25.7
12/30/2019,25.33,18.309,14.141,0,28,31.6,25.5
12/31/2019,21,21,14.141,0,27.8,32.2,25.3
1/1/2020,23,18,14.141,0,27.9,31.7,25.6
1/2/2020,26,18,14.141,0,27.6,30.7,25.4
1/3/2020,25,17,14.141,0,28,31.9,26
1/4/2020,26,20,14.141,0,27.6,31.4,25.8
1/5/2020,24,18,14.141,0,27.8,32,25.1
1/6/2020,15,15,14.141,11,26.4,32.3,23.8
1/7/2020,15,15,14.141,4.8,26.1,29.9,23.8
1/8/2020,22,16,14.141,0,27.6,31.5,25.1
1/9/2020,24,13,14.141,0,27.8,31.3,26.1
1/10/2020,24,17,14.141,2.4,27.1,30.5,24.1
1/11/2020,24,29,14.141,0,27.4,30.9,25.1
1/12/2020,25,22,14.141,0,27.7,32.3,25.3
1/13/2020,24,19,14.141,0,27.6,31.9,24.6
1/14/2020,25,20,14.141,0,27.5,31.4,25.1
1/15/2020,28,18,14.141,0,27.9,31.9,26.1
1/16/2020,39,16,14.141,0,28,31.8,25.9
1/17/2020,27,14,14.141,0,28.1,32.8,25.3
1/18/2020,20,18,14.141,0,28.2,32.6,25.4
1/19/2020,25,15,14.141,0,28.5,32.3,26.3
1/20/2020,22,10,14.141,0,28.4,32.8,24.8
1/21/2020,25,17,14.141,14.2,26.6,28,24.3
1/22/2020,23,18,14.141,0,28.2,32,26.3
1/23/2020,21,21,14.141,0,28.2,32,25.8
1/24/2020,22,25,14.141,0,28,31.8,25.6
1/25/2020,21,30,14.141,0,28.1,32.3,25.1
1/26/2020,21,23,14.141,0,28.3,32.8,25.1
1/27/2020,20,26,14.141,38,27.8,32.2,25.4
1/28/2020,20,15,14.141,0,28.6,32.6,26
1/29/2020,12,20,14.141,18,27,31.5,23.8
1/30/2020,18,25,14.141,0,27.2,30.6,24
1/31/2020,24,25,14.141,0,28.5,32.1,26.5
2/1/2020,31,25,14.141,0,28.3,32,26.2
2/2/2020,30,26,14.141,0,27.9,31.8,26.6
2/3/2020,30,28,14.141,0,28,31.5,25.6
2/4/2020,27,23,14.141,0,27.5,31.5,24.6
2/5/2020,24,24,14.141,0,27.8,32.3,24.5
2/6/2020,25,23,14.141,0,28.1,32.2,25.6
2/7/2020,28,22,14.141,0,28,31.3,25.9
2/8/2020,24,14,14.141,0,27.7,31.4,24.7
2/9/2020,13,22,14.141,14.6,26.2,29.8,23.7
2/10/2020,16,8,14.141,0,27,30.9,24.2
2/11/2020,16,15,14.141,23.8,26.9,30.4,24.6
2/12/2020,26,16,14.141,0,27.9,31.9,25.4
2/13/2020,30,17,14.141,0,28.4,32.2,26.1
2/14/2020,25,31,14.141,0,28.4,31.9,26.1
2/15/2020,24,36,14.141,0,28.3,32.7,25.1
2/16/2020,22,20,14.141,0,28.2,32.8,25.9
2/17/2020,16,14,14.141,0,28.6,33.1,25.9
2/18/2020,24,20,14.141,1.6,26.8,30.7,24.3
2/19/2020,25,21,14.141,0.6,28.1,31.9,26
2/20/2020,23,17,14.141,3.6,27.8,32,24.9
2/21/2020,26,22,14.141,15.8,27.2,30.5,24.1
2/22/2020,27,22,14.141,0.4,28.2,31.7,25.8
2/23/2020,25,17,14.141,0,28.1,31.7,24.7
2/24/2020,30,20,14.141,4.6,27,30.6,25.1
2/25/2020,28,19,14.141,0,28.2,31.9,25.7
2/26/2020,23,17,14.141,0,28.4,32.2,25.7
2/27/2020,23,19,14.141,0,28.3,32.5,25.7
2/28/2020,27,24,14.141,0,28.4,32.3,26.3
2/29/2020,23,21,14.141,0,28.2,31.8,25.7
3/1/2020,18,21,14.141,0,28.1,32.7,25.2
3/2/2020,18,16,14.141,0,28.3,32.7,24.8
3/3/2020,25,21,14.141,0,28.5,32.8,25.8
3/4/2020,24,14,14.141,0,28.9,33.4,26.2
3/5/2020,25,26,14.141,0,28.2,30.9,26.8
3/6/2020,17,18,14.141,0,28.2,31.3,26.1
3/7/2020,19,31,14.141,27.6,28,33.9,24.3
3/8/2020,29,40,14.141,12.4,27.8,33.1,25.4
3/9/2020,33,37,14.141,0,28.4,32.9,25.2
3/10/2020,35,36,14.141,0,28.9,33.1,26.3
3/11/2020,33,25,14.141,0,29.1,33.8,26.7
3/12/2020,26,24,14.141,0,28.9,32.8,25.8
3/13/2020,24,24,14.141,0,29.3,34,26.1
3/14/2020,27,21,14.141,0,29.1,33,26.8
3/15/2020,24,17,14.141,0,29.3,33.5,27.1
3/16/2020,29,21,14.141,0.4,29,33,26.9
3/17/2020,29,18,14.141,0,28.8,32.9,26.2
3/18/2020,26,25,14.141,0,29,33.7,26.1
3/19/2020,28,25,14.141,0,28.6,32.9,25.8
3/20/2020,25,20,14.141,0.2,28.3,32.2,26
3/21/2020,22,17,14.141,47.4,27.6,31.2,24.4
3/22/2020,20,9,14.141,0.8,28,32.5,26.3
3/23/2020,19,16,14.141,19.8,26.6,30.2,24.1
3/24/2020,21,15,14.141,0.2,28.1,32.3,24.9
3/25/2020,24,17,14.141,0,28.6,33.1,25.7
3/26/2020,21,15,14.141,0,29.3,33.4,26.4
3/27/2020,22,17,14.141,0,29.3,33.6,26.4
3/28/2020,23,14,14.141,0,29.2,33.5,26.2
3/29/2020,25.33,18.309,14.141,0,29.1,32.9,26.7
3/30/2020,25.33,18.309,14.141,0,29.1,33.8,26.1
3/31/2020,24,24,14.141,0,29.5,33.9,27
4/1/2020,21,20,14.141,0,29.3,32.7,26.4
4/2/2020,20,13,14.141,29.6,28.8,34.6,25.1
4/3/2020,20,13,14.141,27.4,28.5,32.8,24
4/4/2020,23,16,14.141,0,29.5,34,26.7
4/5/2020,23,13,14.141,0,29.2,33.1,26.7
4/6/2020,17,25,14.141,0,28.6,31,26.6
4/7/2020,17,21,14.141,10.8,27.9,32.6,23.8
4/8/2020,19,25,14.141,16.8,28.1,33.1,23.8
4/9/2020,21,30,14.141,0,28.8,33.2,25.7
4/10/2020,21,25,14.141,0,28.8,32.7,25.5
4/11/2020,19,20,14.141,0,28.8,32,26.8
4/12/2020,19,18,14.141,0,28.7,32.9,26.6
4/13/2020,22,27,14.141,0,29.5,33.7,27.1
4/14/2020,24,26,14.141,0,29.6,33.2,27.4
4/15/2020,25,23,14.141,0,29.6,33.7,26.7
4/16/2020,25,26,14.141,0,29.5,33.7,26.8
4/17/2020,24,27,14.141,0,29.4,33,26.6
4/18/2020,21,24,14.141,0,29.5,33.6,26.4
4/19/2020,17,20,14.141,0,30,33.9,26.9
4/20/2020,21,15,14.141,0,30.2,34.3,27.4
4/21/2020,19,13,14.141,0.8,29.5,33.5,27.4
4/22/2020,18,11,14.141,0,30,34.3,27.5
4/23/2020,27,16,14.141,0,28.9,32.9,26.9
4/24/2020,25,15,14.141,3.4,28,34.1,25.2
4/25/2020,29,22,14.141,2.4,27.8,33,25.1
4/26/2020,23,13,14.141,4.4,27.6,31.8,26.3
4/27/2020,23,24,14.141,1.6,27.5,30.9,25.6
4/28/2020,21,27,14.141,27.6,28.2,33.1,24.5
4/29/2020,26,18,14.141,11.4,28.4,31.9,24.7
4/30/2020,23,15,14.141,51.8,27.3,31.9,24.9
5/1/2020,23,21,14.141,22.4,26.5,31.3,24.4
5/2/2020,21,21,14.141,0,28.2,32.9,25.6
5/3/2020,23,11,14.141,1,28.5,32,26.2
5/4/2020,34,34,14.141,5.2,27.8,30.4,26.3
5/5/2020,30,19,14.141,31,28.1,34.5,24.6
5/6/2020,26,30,14.141,15.2,28.1,30.8,23.6
5/7/2020,32,17,14.141,0,29.6,33.4,27
5/8/2020,20,19,14.141,53.8,29.1,33.9,23.7
5/9/2020,19,12,14.141,0,30.4,33.6,28.3
5/10/2020,19,12,14.141,0,29.9,31.9,28.6
5/11/2020,20,19,14.141,23,29.3,31.9,24.6
5/12/2020,23,19,14.141,0,29.7,32.4,28.2
5/13/2020,29,29,14.141,19.2,27.9,29.8,24.7
5/14/2020,34,19,14.141,0,28.9,32.8,25.7
5/15/2020,24,12,14.141,0,29.7,32.6,27.1
5/16/2020,21,12,14.141,0,29.9,32.6,27.9
5/17/2020,21,22,14.141,29.8,28.5,31,25
5/18/2020,29,23,14.141,0.2,29,31.9,25.9
5/19/2020,28,10,14.141,4,29.8,32.8,27.9
5/20/2020,32,37,14.141,16.2,28.8,31.3,24.9
5/21/2020,37,20,14.141,0,29.3,34,26.7
5/22/2020,28,18,14.141,4.6,28.1,31.3,25.6
5/23/2020,33,24,14.141,6.8,27.8,30.3,25.4
5/24/2020,31,19,14.141,0,29.2,32.1,26.6
5/25/2020,35,29,14.141,0,30.1,33.3,27.3
5/26/2020,31,16,14.141,2,29.9,33.5,23.8
5/27/2020,31,14,14.141,21.2,27.7,30.2,24
5/28/2020,25,12,14.141,0,29.4,32.5,27.2
5/29/2020,30,14,14.141,0,29.4,32.6,28
5/30/2020,35,11,14.141,0,28.9,32.9,27
5/31/2020,31,8,14.141,0,28.8,32.3,26.7
6/1/2020,25,18,14.141,32.4,26.6,29.5,24.7
6/2/2020,27,10,14.141,0.2,28.5,33,25.3
6/3/2020,20,12,14.141,16.6,28.7,31.7,24
6/4/2020,18,11,14.141,6,28.3,32.9,24.9
6/5/2020,22,9,14.141,41,27.6,31.1,24.1
6/6/2020,36,15,14.141,4.2,27.6,29.1,25
6/7/2020,30,30,14.141,0,29.5,32.8,27.6
6/8/2020,29,16,14.141,8.6,28.8,32.9,25
6/9/2020,26,19,14.141,0,29.7,32.6,27
6/10/2020,25,18,14.141,13.4,29.4,32.4,24.2
6/11/2020,26,17,14.141,0,28.8,33,25.7
6/12/2020,26,9,14.141,0,29.1,31.6,27.2
6/13/2020,24,17,14.141,8.6,26.2,27.7,25
6/14/2020,24,13,14.141,1.4,28.1,32.1,25.3
6/15/2020,18,7,14.141,0,29.7,32.3,27.5
6/16/2020,17,9,14.141,0.8,28.4,31.2,26.7
6/17/2020,20,14,14.141,5.4,27.1,29.6,25.5
6/18/2020,19,14,14.141,8.2,27.5,30.6,25.2
6/19/2020,21,7,14.141,2.4,27.7,31.6,25.2
6/20/2020,21,8,14.141,29.8,26.5,29,23.7
6/21/2020,19,10,14.141,2,26.6,27.8,24.9
6/22/2020,22,8,14.141,10.2,26.9,29.8,23.9
6/23/2020,19,8,14.141,30.2,26.4,27.5,23.7
6/24/2020,19,14,14.141,3.2,26.7,27.8,25.2
6/25/2020,26,16,14.141,0,28.1,31.4,25.7
6/26/2020,28,17,14.141,0,28.6,32,26.4
6/27/2020,27,12,14.141,0,29.3,31.8,28.1
6/28/2020,27,16,14.141,0.8,29.2,31.6,26.8
6/29/2020,29,18,14.141,8.4,28.9,31.3,26.4
6/30/2020,26,12,14.141,0,29,32.1,26.3
7/1/2020,26,15,14.141,0,28.8,31.6,27.3
7/2/2020,22,14,14.141,0,28.9,31.7,27.3
7/3/2020,22,17,14.141,0,29.6,32.4,27.8
7/4/2020,23,19,14.141,2,28.8,32.2,24.6
7/5/2020,25,15,14.141,0,27.9,32,25.8
7/6/2020,25,9,14.141,0.2,29,32.1,27
7/7/2020,25,9,14.141,0.4,27.9,31.2,26.1
7/8/2020,24,7,14.141,18.8,27.1,30.7,24.5
7/9/2020,23,15,14.141,1.6,26.3,28.2,24.9
7/10/2020,24,14,14.141,0.4,27.2,29.8,25.1
7/11/2020,25,18,14.141,1.6,27.4,29.9,25.5
7/12/2020,22,14,14.141,0.2,28.7,31.2,25.9
7/13/2020,18,15,14.141,10.2,26.2,30.5,24.9
7/14/2020,19,11,14.141,0,27.1,28.5,25.8
7/15/2020,20,10,14.141,3,27.6,30.8,26.3
7/16/2020,23,15,14.141,3.8,28.2,32.2,25.6
7/17/2020,21,7,14.141,0,28.8,32,25.9
7/18/2020,24,15,14.141,0.2,27.8,31,26.5
7/19/2020,19,11,14.141,0,28.5,31.6,25.6
7/20/2020,19,17,14.141,0,29.1,32.1,26.5
7/21/2020,21,5,14.141,0,28.9,32.5,27
7/22/2020,24,10,14.141,30.4,28,30.3,24.2
7/23/2020,23,8,14.141,3.8,27.8,30.8,23.7
7/24/2020,21,7,14.141,7.2,27.8,30.6,24.3
7/25/2020,23,11,14.141,11.6,27.2,31.3,24.6
7/26/2020,30,8,14.141,1.6,27.7,31.1,25.6
7/27/2020,27,11,14.141,22.2,27.3,30.1,23.9
7/28/2020,28,10,14.141,2.4,28.1,30.3,25.8
7/29/2020,36,14,14.141,16.8,26.2,29.2,23.9
7/30/2020,32,18,14.141,0.6,28.2,31.6,25.3
7/31/2020,32,20,14.141,1.8,28.4,30.9,24.8
8/1/2020,35,23,14.141,0,28.5,30.4,26
8/2/2020,32,23,14.141,0,28.9,31.7,26.9
8/3/2020,26,9,14.141,0,29.2,31.7,27.2
8/4/2020,20,12,14.141,4.8,27.9,30.2,24.1
8/5/2020,23,13,14.141,0,28.8,31.8,26.7
8/6/2020,24,16,14.141,0,29.2,31.4,27.6
8/7/2020,26,17,14.141,0,29.4,32.7,27.3
8/8/2020,28,20,14.141,0,29.7,32.9,27.6
8/9/2020,33,17,14.141,0,29.6,32.8,27.7
8/10/2020,35,20,14.141,0,29.7,33,27.8
8/11/2020,34,12,14.141,0,29.5,32.7,28.2
8/12/2020,30,14,14.141,0,27.9,30,26.8
8/13/2020,22,5,14.141,34.6,28.3,32.2,22.5
8/14/2020,28,14,14.141,13.8,25.9,28.5,23.4
8/15/2020,27,15,14.141,0,28,31.5,24.6
8/16/2020,23,9,14.141,0,28,30,26.4
8/17/2020,23,7,14.141,5.2,27.4,31.4,24.3
8/18/2020,28,9,14.141,2,27.1,30.1,25.3
8/19/2020,30,9,14.141,1.8,28,31.3,25.4
8/20/2020,27,19,14.141,2.2,28.1,31.9,25.5
8/21/2020,28,15,14.141,0,29.6,33,27.7
8/22/2020,29,4,14.141,2,27.9,32.1,25.3
8/23/2020,26,16,14.141,24.4,25.6,27,23
8/24/2020,25,8,14.141,0,28.1,32.4,24.5
8/25/2020,22,14,14.141,0,27.9,31.9,25.7
8/26/2020,23,16,14.141,4.6,27,31.3,24
8/27/2020,29,17,14.141,1.4,27.8,30.4,25.6
8/28/2020,33,11,14.141,0,28.9,32.3,26.2
8/29/2020,30,14,14.141,6.6,27.2,30.8,25.1
8/30/2020,24,15,14.141,0,28.6,32.1,26.4
8/31/2020,29,12,14.141,0,29,32.2,27.2
9/1/2020,28,12,14.141,1.2,28.3,31.7,25.4
9/2/2020,27,7,14.141,0.2,28.6,31.5,27.3
9/3/2020,23,10,14.141,0.8,27.6,30.7,26.5
9/4/2020,26,4,14.141,0,27.6,31.9,25.7
9/5/2020,22,12,14.141,32.8,25.5,26.3,23.4
9/6/2020,26,16,14.141,25.6,26.5,31.4,22.8
9/7/2020,28,12,14.141,0,28.1,31.7,25.4
9/8/2020,24,11,14.141,0,28.4,32,26.7
9/9/2020,27,20,14.141,0,28.5,32.2,26.6
9/10/2020,22,13,14.141,0.8,28,30.7,25.3
9/11/2020,22,6,14.141,3.2,27.5,32.2,24.6
9/12/2020,27,6,14.141,7.4,26.3,30.6,24.1
9/13/2020,28,6,14.141,17,25,27.6,22.7
9/14/2020,29,21,14.141,11.4,25.6,29.1,24
9/15/2020,27,14,14.141,0,27.7,31.3,24.8
9/16/2020,26,36,14.141,9.6,26.7,30.1,21.9
9/17/2020,27,29,14.141,0,28,33.2,25.6
9/18/2020,28,30,14.141,0,29,32.5,26.5
9/19/2020,25,30,14.141,0,28.6,32.4,24.7
9/20/2020,23,17,14.141,2.6,28.7,31.3,24.9
9/21/2020,22,23,14.141,4.6,26.3,29,25.2
9/22/2020,32,24,14.141,0,27.6,31.7,25.2
9/23/2020,25,27,14.141,0,28.6,32.9,25.7
9/24/2020,28,29,14.141,0.2,28.4,31.5,25.2
9/25/2020,25,13,14.141,0.8,28.4,32.8,23.9
9/26/2020,21,16,14.141,25.2,26.2,28.8,23.6
9/27/2020,25,15,14.141,4.2,26.7,29.3,23.6
9/28/2020,25,7,14.141,0,28.3,31.7,26.9
9/29/2020,25,16,14.141,2.6,27.2,29.3,24.4
9/30/2020,25,13,14.141,0,28.1,32.6,25.3
10/1/2020,26,17,14.141,0.6,27.1,30.9,26
10/2/2020,27,15,14.141,0,27.8,31.7,25
10/3/2020,22,24,14.141,4.2,27.8,32,24.6
10/4/2020,33,25,14.141,0,28.6,30.9,27.2
10/5/2020,31,23,14.141,0,29,32.3,26.6
10/6/2020,27,23,14.141,0,28.6,31.9,26.7
10/7/2020,21,16,14.141,3.8,28.7,32.9,25
10/8/2020,21,14,14.141,4.2,27.9,33.2,25.5
10/9/2020,23,12,14.141,0,27.9,29.7,26.5
10/10/2020,23,16,14.141,19,27.5,29.1,23.2
10/11/2020,18,16,14.141,0,27.8,31,25.4
10/12/2020,24,25,14.141,0,28.5,30.8,27.1
10/13/2020,31,21,14.141,0,29,31.6,26.8
10/14/2020,29,28,14.141,2.6,28.9,31.3,25.4
10/15/2020,30,21,14.141,2,28.4,32.2,25
10/16/2020,33,18,14.141,0.6,29,32.7,25
10/17/2020,31,17,14.141,0,29.7,33.6,27.5
10/18/2020,25,38,14.141,1.2,28.2,30.6,24.6
10/19/2020,27,12,14.141,0,28.8,31.8,26.6
10/20/2020,36,30,14.141,0,27.9,30.2,26
10/21/2020,29,16,14.141,4.4,28.5,33.5,25.1
10/22/2020,24,19,14.141,3,27.7,31.6,24.8
10/23/2020,31,15,14.141,0,28.7,31.5,27.1
10/24/2020,26,13,14.141,0.4,27.8,29.6,26.4
10/25/2020,24,10,14.141,14,28.4,33.7,22.2
10/26/2020,27,17,14.141,1.2,27.1,28.9,24.6
10/27/2020,30,3,14.141,0,29.6,34.1,26.4
10/28/2020,29,12,14.141,8,27.7,29,25.3
10/29/2020,27,13,14.141,0,28.3,32.4,26.3
10/30/2020,27,24,14.141,0,28.5,32.4,25.4
10/31/2020,28,21,14.141,9.6,27.7,33.2,24.5
11/1/2020,24,19,14.141,0,27.9,33.4,25.1
11/2/2020,25,13,14.141,48.2,26.7,32.7,24
11/3/2020,25,5,14.141,0,27.6,30.4,25.3
11/4/2020,27,43,14.141,64.2,25.4,27,23.3
11/5/2020,27,18,14.141,0,28,32.6,24.7
11/6/2020,23,7,14.141,0,28.7,31.9,26.3
11/7/2020,26,14,14.141,5.2,26,29.1,24.3
11/8/2020,27,17,14.141,0.2,26.7,30,24.4
11/9/2020,29,14,14.141,3.8,26.7,29.9,25.4
11/10/2020,38,19,14.141,10.8,26.6,29.6,24.4
11/11/2020,26,23,14.141,0,28.3,31.8,24.9
11/12/2020,26,23,14.141,0,29.3,33.3,27.3
11/13/2020,27,19,14.141,0,29.1,33.1,26.4
11/14/2020,26,15,14.141,4.6,28,31.8,25.8
11/15/2020,21,18,14.141,19.2,27.4,31.9,24.8
11/16/2020,24,12,14.141,8.6,27.6,31.6,25
11/17/2020,30,28,14.141,0.8,27.3,32.5,25.6
11/18/2020,30,16,14.141,0,28.5,33.4,24.9
11/19/2020,25,15,14.141,0.8,27.3,30.4,25.5
